geo_level,geo_name,pct_black_alone,reason_for_unemployment,population_group,race_or_ethnicity,unemployed_population_per_100_people,quartiles_action_race,bls_year,acs_year
state,West Virginia,3.3,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,West Virginia,3.3,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,West Virginia,3.3,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,West Virginia,3.3,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Wisconsin,6.1,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Wisconsin,6.1,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,Wyoming,0.9,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Wyoming,0.9,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.758,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.076,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.744,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.303,26-50% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.152,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.531,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Alaska,3.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Alaska,3.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Alaska,3.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Arizona,4.6,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.187,26-50% of geographies,2024,2023
state,Arizona,4.6,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.297,Bottom 25% of geographies,2024,2023
state,Arizona,4.6,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.297,Top 25% of geographies,2024,2023
state,Arizona,4.6,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.297,51-75% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.89,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.664,26-50% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.327,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.221,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.991,26-50% of geographies,2024,2023
state,Arkansas,14.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,California,5.5,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.368,26-50% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.368,51-75% of geographies,2024,2023
state,California,5.5,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.276,Top 25% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.209,Top 25% of geographies,2024,2023
state,California,5.5,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.288,51-75% of geographies,2024,2023
state,California,5.5,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,4.141,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Colorado,4.0,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,4.292,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.429,Top 25% of geographies,2024,2023
state,Colorado,4.0,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.575,Top 25% of geographies,2024,2023
state,Colorado,4.0,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.858,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.858,51-75% of geographies,2024,2023
state,Connecticut,10.7,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.859,51-75% of geographies,2024,2023
state,Connecticut,10.7,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.78,26-50% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.3,Top 25% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.52,26-50% of geographies,2024,2023
state,Connecticut,10.7,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.52,Bottom 25% of geographies,2024,2023
state,Connecticut,10.7,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Delaware,21.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.719,26-50% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.36,26-50% of geographies,2024,2023
state,Delaware,21.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Delaware,21.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.453,Bottom 25% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Delaware,21.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.906,26-50% of geographies,2024,2023
state,District of Columbia,43.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,4.815,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.344,26-50% of geographies,2024,2023
state,District of Columbia,43.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.063,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,District of Columbia,43.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.344,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.063,Top 25% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.178,Bottom 25% of geographies,2024,2023
state,Florida,15.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.297,Top 25% of geographies,2024,2023
state,Florida,15.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.505,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.297,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.586,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.457,26-50% of geographies,2024,2023
state,Georgia,31.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.737,Bottom 25% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.236,26-50% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.12,26-50% of geographies,2024,2023
state,Georgia,31.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.413,51-75% of geographies,2024,2023
state,Georgia,31.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.536,26-50% of geographies,2024,2023
state,Georgia,31.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.265,26-50% of geographies,2024,2023
state,Hawaii,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Hawaii,1.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Hawaii,1.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Hawaii,1.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Idaho,0.7,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Idaho,0.7,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Idaho,0.7,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Idaho,0.7,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Idaho,0.7,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Idaho,0.7,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Illinois,13.8,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.114,Top 25% of geographies,2024,2023
state,Illinois,13.8,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.057,Top 25% of geographies,2024,2023
state,Illinois,13.8,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.485,Top 25% of geographies,2024,2023
state,Illinois,13.8,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.971,Top 25% of geographies,2024,2023
state,Illinois,13.8,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.343,26-50% of geographies,2024,2023
state,Illinois,13.8,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.286,51-75% of geographies,2024,2023
state,Indiana,9.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.476,Top 25% of geographies,2024,2023
state,Indiana,9.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.317,51-75% of geographies,2024,2023
state,Indiana,9.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.488,Top 25% of geographies,2024,2023
state,Indiana,9.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.476,51-75% of geographies,2024,2023
state,Indiana,9.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.427,Top 25% of geographies,2024,2023
state,Indiana,9.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.427,Top 25% of geographies,2024,2023
state,Iowa,3.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Iowa,3.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Iowa,3.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Iowa,3.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Iowa,3.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Iowa,3.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Kansas,5.4,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.251,Top 25% of geographies,2024,2023
state,Kansas,5.4,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Kansas,5.4,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.128,51-75% of geographies,2024,2023
state,Kansas,5.4,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.877,26-50% of geographies,2024,2023
state,Kansas,5.4,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Kansas,5.4,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Kentucky,7.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.408,Top 25% of geographies,2024,2023
state,Kentucky,7.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.282,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.534,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.534,26-50% of geographies,2024,2023
state,Kentucky,7.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,6.756,Top 25% of geographies,2024,2023
state,Louisiana,31.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.209,26-50% of geographies,2024,2023
state,Louisiana,31.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.139,26-50% of geographies,2024,2023
state,Louisiana,31.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.463,51-75% of geographies,2024,2023
state,Louisiana,31.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.279,51-75% of geographies,2024,2023
state,Louisiana,31.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.976,51-75% of geographies,2024,2023
state,Louisiana,31.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.857,51-75% of geographies,2024,2023
state,Maine,1.7,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Maine,1.7,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Maine,1.7,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Maine,1.7,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Maine,1.7,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Maine,1.7,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Maryland,29.6,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.219,51-75% of geographies,2024,2023
state,Maryland,29.6,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.383,Top 25% of geographies,2024,2023
state,Maryland,29.6,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.15,Top 25% of geographies,2024,2023
state,Maryland,29.6,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.903,51-75% of geographies,2024,2023
state,Maryland,29.6,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.11,Bottom 25% of geographies,2024,2023
state,Maryland,29.6,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.15,51-75% of geographies,2024,2023
state,Massachusetts,7.0,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,4.7,Top 25% of geographies,2024,2023
state,Massachusetts,7.0,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.226,51-75% of geographies,2024,2023
state,Massachusetts,7.0,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.452,Top 25% of geographies,2024,2023
state,Massachusetts,7.0,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.204,Top 25% of geographies,2024,2023
state,Massachusetts,7.0,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.204,26-50% of geographies,2024,2023
state,Massachusetts,7.0,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.817,Top 25% of geographies,2024,2023
state,Michigan,13.4,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.485,Top 25% of geographies,2024,2023
state,Michigan,13.4,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.668,Top 25% of geographies,2024,2023
state,Michigan,13.4,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.787,Top 25% of geographies,2024,2023
state,Michigan,13.4,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.074,26-50% of geographies,2024,2023
state,Michigan,13.4,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.223,51-75% of geographies,2024,2023
state,Michigan,13.4,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.005,Top 25% of geographies,2024,2023
state,Minnesota,6.8,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.058,51-75% of geographies,2024,2023
state,Minnesota,6.8,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.514,Bottom 25% of geographies,2024,2023
state,Minnesota,6.8,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.344,26-50% of geographies,2024,2023
state,Minnesota,6.8,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.772,51-75% of geographies,2024,2023
state,Minnesota,6.8,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.257,Top 25% of geographies,2024,2023
state,Minnesota,6.8,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.257,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.55,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.825,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.834,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.183,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.183,Bottom 25% of geographies,2024,2023
state,Mississippi,37.0,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.275,26-50% of geographies,2024,2023
state,Missouri,11.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Missouri,11.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.602,Bottom 25% of geographies,2024,2023
state,Missouri,11.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.437,26-50% of geographies,2024,2023
state,Missouri,11.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.35,26-50% of geographies,2024,2023
state,Missouri,11.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.291,51-75% of geographies,2024,2023
state,Missouri,11.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.019,51-75% of geographies,2024,2023
state,Montana,0.5,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Montana,0.5,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Montana,0.5,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Montana,0.5,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Montana,0.5,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Montana,0.5,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Nebraska,4.8,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Nebraska,4.8,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Nebraska,4.8,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Nebraska,4.8,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Nebraska,4.8,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Nebraska,4.8,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Nevada,9.4,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.338,Top 25% of geographies,2024,2023
state,Nevada,9.4,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.352,Top 25% of geographies,2024,2023
state,Nevada,9.4,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.719,Top 25% of geographies,2024,2023
state,Nevada,9.4,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.338,26-50% of geographies,2024,2023
state,Nevada,9.4,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.69,Top 25% of geographies,2024,2023
state,Nevada,9.4,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.338,26-50% of geographies,2024,2023
state,New Hampshire,1.5,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,New Hampshire,1.5,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,New Hampshire,1.5,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,New Jersey,13.0,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.913,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.749,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.167,51-75% of geographies,2024,2023
state,New Jersey,13.0,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.249,51-75% of geographies,2024,2023
state,New Jersey,13.0,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.25,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.331,Top 25% of geographies,2024,2023
state,New Mexico,2.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
